id_transacao,data_da_venda,nome_produto,categoria_prod,qtd_vendida,preco_unitario,uf_cliente,id_cliente,forma_pagamento
TRN-46146,15.04.26,MOUSE SEM FIO,,8,"R$ 115,08",Sao Paulo,1486 ,Boleto Bancario
TRN-94,17.05.26,,perifericos,9,BRL 111.98,RJ,6062,Cartao de Credito
TRN-45433,2026-06-20,Fone de Ouvido,Audio,12.0,"R$ 193,65",GO,4675,Pix
TRN-49614,15/02/2026,Teclado Mecanico,ND,1.0,"245,13",RS,1910,Cartao de Credito
TRN-43408,13.04.26,Fone de Ouvido,Audio,9,163.20,GO,1683,Boleto Bancario
TRN-40296,N/A,Smartphone Y,Eletronicos,6,"R$ 1.980,22",CE,ID-7209,Pix
TRN-7174,24.06.26,,Perifericos,10 pcs,108.85,PR,ID-7587,Cartao de Credito
TRN-41909,13/06/2026,Mouse Sem Fio,Perifericos,9,BRL 128.41,GO,1613,Boleto Bancario
TRN-42156,2026-02-15,Mouse Sem Fio,Perifericos,5,127.39, SP ,2128,Boleto Bancario
TRN-26379,2026-02-26,TABLET Z,ND,14,1115.39,PE,8574,Boleto Bancario
TRN-46156,2026-06-07,fone de ouvido,ND,8,"R$ 184,47",SP,5756,Boleto Bancario
TRN-443,04-20-2026,fone de ouvido,Audio,15,"R$ 175,93", BA ,6712,Boleto Bancario
TRN-2945,2026-05-31,Mouse Sem Fio,Perifericos,,"R$ 123,08",SP,2217,Cartao de Credito
TRN-23828,19/06/2026,Notebook X,Eletronicos,9 pcs,BRL 3819.07,SC-,8999,Pix
TRN-23405,15/06/2026,Teclado Mecanico,Perifericos,10 pcs,"273,41",MG,ID-8073,Cartao de Credito
TRN-31024,16/04/2026,Sm@rtphon3 Y,Eletronicos,2,2120.64,BA,6410,pix
TRN-19273,02-07-2026,mouse sem fio,perifericos,2,sem preco,BA,4068,cartao de credito
TRN-18095,02-25-2026,MONITOR 24,Perifericos,7,BRL 867.35,RJ,8933,Cartao de Credito
TRN-19757,02-10-2026,Tablet Z,Eletronicos,8 pcs,"1152,72",SP,ID-8668,Boleto Bancario
TRN-685,02/02/2026,Fone de Ouvido,Audio,7,sem preco,CE,6802,Cartao de Credito
TRN-23466,01-11-2026,Fone de Ouvido,audio,,175.67,MG-,9021,CARTAO DE CREDITO
TRN-20812,2026-02-05,,Perifericos,11,BRL 126.01,BA,4655,CARTAO DE CREDITO
TRN-39009,06-02-2026,Monitor 24,Perifericos,10,sem preco,MG,8895,CARTAO DE CREDITO
TRN-44448,06-12-2026,Mouse Sem Fio,Perifericos,14,sem preco,SP-,4001,Boleto Bancario
TRN-35492,2026/04/01 00:00:00,mouse sem fio,Perifericos,6,"113,09",GO,1877,Cartao de Credito
TRN-49440,06-18-2026,Monitor 24,Perifericos,5,755.37,GO-,6073,Cartao de Credito
TRN-14613,26/05/2026,  Notebook X ,Eletronicos,8.0,3777.98, RJ ,6424,
TRN-18057,2026-06-07,notebook x,Eletronicos,3,sem preco,GO,1362,Pix
TRN-44493,05-20-2026,MOUSE SEM FIO,Perifericos,4,"R$ 124,28",SC,8082,Cartao de Credito
TRN-9967,2026-06-26,Notebook X,Eletronicos,13,BRL 3571.29,SP,6286,PIX
42739,2026-01-14,,Eletronicos,12,1180.58,SC,3887 ,CARTAO DE CREDITO
TRN-29910,2026/05/05 00:00:00,mouse sem fio,Perifericos,1,"R$ 115,70", MG ,3423,Boleto Bancario
TRN-45322,N/A,,Perifericos,14,"R$ 788,77",SC,7244 ,Cartao de Credito
15117,2026/03/26 00:00:00,notebook x,Eletronicos,5,"R$ 3.718,06",SP,7338,Pix
TRN-32653,02-22-2026,Monitor 24,Perifericos,8,"R$ 821,87",PE,ID-4372,pix
TRN-40650,2026-01-09,MONITOR 24,ND,3,"785,62",Minas Gerais,ID-4813,Cartao de Credito
TRN-7074,30.06.26,Mouse Sem Fio,perifericos,7,114.57834226190342, CE ,3386,Cartao de Credito
TRN-19671,2026/05/10 00:00:00,Mouse Sem Fio,Perifericos,2.0,122.26,rj,4276,Pix
TRN-8125,21/03/2026,Notebook X,eletronicos,15,"R$ 3.478,48",RS,4061,Pix
TRN-49832,30/06/2026,Teclado Mecanico,Perifericos,5 pcs,231.2972925454993,rs,6394,Boleto Bancario
TRN-40093,2026-03-07,TABLET Z,Eletronicos,9,"R$ 1.181,39",pe,9497,Pix
TRN-23899,06-17-2026,  Fone de Ouvido ,audio,5,184.30,RS,ID-1803,Cartao de Credito
TRN-8310,2026/06/11 00:00:00,Fone de Ouvido,audio,9,170.55,Minas Gerais,7325,boleto bancario
TRN-17578,18.02.26,FONE DE OUVIDO,Audio,7,195.35,GO,4177,Pix
TRN-26631,03-09-2026,T@bl3t Z,Eletronicos,6,sem preco,SC,5914,Boleto Bancario
TRN-21870,05-08-2026,notebook x,Eletronicos,10,BRL 3505.73,CE,9436,Pix
TRN-46972,01-05-2026,Sm@rtphon3 Y,ND,7,"R$ 1.989,22",SC,6708 ,Boleto Bancario
TRN-36200,10/02/2026,Tablet Z,Eletronicos,9,sem preco,SC-,6703,cartao de credito
TRN-11797,2026/06/03 00:00:00,Monitor 24,Perifericos,3,815.17,PE,6613,Boleto Bancario
TRN-46042,02/04/2026,Teclado Mecanico,Perifericos,,230.37,CE,5734,Pix
TRN-10706,05.03.26,  Smartphone Y ,Eletronicos,,2261.43,PE,3355 ,Pix
TRN-44706,06.02.26,Fone de Ouvido,ND,6,BRL 181.83,BA,3854,Boleto Bancario
TRN-45947,2026-06-17,T3cl@do M3c@nico,Perifericos,1,"R$ 246,18",MG,5466,Pix
TRN-30803,2026/01/12 00:00:00,Mouse Sem Fio,Perifericos,10,sem preco,CE,4881,Pix
TRN-32498,14/02/2026,Teclado Mecanico,ND,1 pcs,"265,68",RJ,ID-1557,CARTAO DE CREDITO
18294,01-13-2026,  Smartphone Y ,Eletronicos,7,"2171,42",CE,2800,CC
TRN-1681,25.06.26,smartphone y,Eletronicos,7,BRL 2269.83,PE,8340 ,Pix
TRN-4247,2026/01/29 00:00:00,notebook x,Eletronicos,5,sem preco,MG,3284,Cartao de Credito
25324,05-09-2026,Monitor 24,Perifericos,6,753.9787802155687,MG,2980,Cartao de Credito
TRN-27052,25.06.26,Mouse Sem Fio,Perifericos,-10,"R$ 110,09", PR ,9098 ,Boleto Bancario
33334,03-25-2026,Notebook X,Eletronicos,10,"3716,93",Rio de Janeiro,1115,Pix
TRN-27465,08.01.26,Mouse Sem Fio,Perifericos,8,130.50,SP,5886 ,Boleto Bancario
TRN-38955,31/05/2026,Mous3 S3m Fio,Perifericos,2,sem preco, PR ,3252 ,Pix
TRN-656,02-24-2026,mouse sem fio,perifericos,6,"R$ 127,95",RJ,4455,Boleto Bancario
TRN-26855,2026/01/11 00:00:00,Monitor 24,Perifericos,9.0,sem preco,GO-,7578,Pix
TRN-35604,2026/05/23 00:00:00,Mouse Sem Fio,Perifericos,11,BRL 127.85,PE-,4553,Boleto Bancario
TRN-37209,09.06.26,Teclado Mecanico,,13,260.7304432529033,SP-,3763,BOLETO BANCARIO
TRN-24211,2026-06-19,Smartphone Y,Eletronicos,-12,1896.82,MG-,1068,Pix
TRN-307,16/03/2026,Monitor 24,Perifericos,12,sem preco,BA,6773,boleto bancario
TRN-41632,06/03/2026,mouse sem fio,ND,8,sem preco,MG,6479,Cartao de Credito
35166,2026-04-14,Smartphone Y,,9,"1964,84",MG,6742,Boleto Bancario
TRN-47952,2026-02-11,SMARTPHONE Y,,8,sem preco,BA,7760,Pix
TRN-404,25/04/2026,Smartphone Y,eletronicos,3,2202.488037604964,RS-,2026 ,
TRN-15666,2026-05-01,,,9 pcs,270.14, MG ,2868,Cartao de Credito
TRN-37818,01-20-2026,Notebook X,Eletronicos,6,BRL 3286.45,PE,7367,Pix
TRN-49056,2026-01-25,Smartphone Y,Eletronicos,15,"2135,72",CE-,6639,
19812,2026/04/21 00:00:00,  Notebook X ,eletronicos,8,"3772,89",mg,1030,
TRN-37397,06-25-2026,Fone de Ouvido,ND,1,176.1830625732799,BA,2489,Cartao de Credito
TRN-26287,2026/04/24 00:00:00,Monitor 24,Perifericos,7,808.47,GO,2571,
TRN-30675,17/03/2026,Fone de Ouvido,audio,7,170.95,BA,2837,Boleto Bancario
TRN-8833,2026-02-22,Mouse Sem Fio,ND,10,BRL 128.77,PE,2951,Cartao de Credito
TRN-28329,2026-02-01,Not3book X,eletronicos,13,"3424,80",PR-,ID-2617,CARTAO DE CREDITO
TRN-48125,30/04/2026,Teclado Mecanico,Perifericos,-2,"264,92",SC,7101,Boleto Bancario
TRN-22965,28.01.26,Smartphone Y,ND,-13,"R$ 1.939,36",RJ,1865,Boleto Bancario
TRN-15064,2026/05/12 00:00:00,Fone de Ouvido,Audio,9,"R$ 183,98",PR,9700,cartao de credito
TRN-1204,2026-01-17,  Monitor 24 ,Perifericos,1,BRL 828.73, PR ,8864,Pix
TRN-47987,05-17-2026,Teclado Mecanico,ND,2,"248,17",ba,9211,Cartao de Credito
TRN-36008,07.01.26,Not3book X,Eletronicos,15,3205.97,GO,2668 ,Boleto Bancario
TRN-43373,01-12-2026,Teclado Mecanico,Perifericos,14,261.54,RJ,2426,Cartao de Credito
TRN-29912,2026/03/10 00:00:00,Tablet Z,Eletronicos,2,1114.14,RS,6114,Pix
TRN-12721,02-17-2026,Teclado Mecanico,Perifericos,12,243.07,BA,2090 ,Pix
TRN-16021,2026/01/11 00:00:00,Smartphone Y,Eletronicos,11,sem preco,RS-,1212,Cartao de Credito
TRN-11419,2026/01/26 00:00:00,Fon3 d3 Ouvido,Audio,5,172.76,GO,3522,CARTAO DE CREDITO
TRN-14810,28.02.26,Tablet Z,Eletronicos,10,1260.31,PE,3943,Pix
TRN-7539,13.01.26,Mouse Sem Fio,Perifericos,3,BRL 129.20,Sao Paulo,6926 ,CC
TRN-3939,11/03/2026,Monitor 24,Perifericos,5 pcs,864.51,PE,6971,Cartao de Credito
TRN-35783,N/A,MOUSE SEM FIO,Perifericos,5 pcs,sem preco,PR,7800,CARTAO DE CREDITO
TRN-10667,19.05.26,mouse sem fio,Perifericos,11,109.73256161352818,CE-,7070,Pix
TRN-28998,15/05/2026,Monitor 24,Perifericos,10,"R$ 763,74",PR,8896,Boleto Bancario
TRN-3648,2026/06/17 00:00:00,Mouse Sem Fio,Perifericos,,128.44,sc,3372,Boleto Bancario
TRN-11780,2026-02-19,mouse sem fio,Perifericos,8,sem preco,PR,2151,Cartao de Credito
TRN-13713,16/06/2026,NOTEBOOK X,,2,3406.7734603288063,MG,9818 ,boleto bancario
TRN-7002,2026-01-22,NOTEBOOK X,Eletronicos,7,"3380,18",GO,7692 ,Cartao de Credito
TRN-22835,2026/01/26 00:00:00,Monitor 24,perifericos,3,848.4922339636636,PR,5415,Cartao de Credito
TRN-26270,N/A,Fon3 d3 Ouvido,ND,5,BRL 181.15,SC,ID-2235,Boleto Bancario
TRN-28494,2026-06-30,Notebook X,,1,"3758,13",RS,1980,Cartao de Credito
TRN-14521,2026-01-26,Notebook X,Eletronicos,7,3748.27,ba,5785,CARTAO DE CREDITO
TRN-46946,23.06.26,fone de ouvido,ND,11,BRL 181.68,SC,1383,Boleto Bancario
TRN-35003,30/01/2026,,Perifericos,12,sem preco,PR,4390,Boleto Bancario
TRN-40215,22.02.26,Monitor 24,Perifericos,5,803.1959598590888, SP ,5871,PIX
TRN-36580,N/A,  Notebook X ,eletronicos,-6,"R$ 3.595,49", SC ,9244,Pix
TRN-27764,2026/02/11 00:00:00,Fon3 d3 Ouvido,ND,15,BRL 177.91,GO,ID-9463,Boleto Bancario
TRN-13974,10/01/2026,,Perifericos,9.0,BRL 227.04,mg,ID-4593,Cartao de Credito
TRN-28029,02-18-2026,  Mouse Sem Fio ,ND,2,130.72528003198912, GO ,3744,Boleto Bancario
TRN-24659,2026-03-02,Notebook X,Eletronicos,-3,"3525,99",SC,3578 ,Boleto Bancario
TRN-32269,16.02.26,,Audio,1,BRL 173.47,CE,9996,boleto bancario
TRN-47435,2026/04/05 00:00:00,,Perifericos,2,sem preco,PE,9407,CARTAO DE CREDITO
11528,2026/04/21 00:00:00,T@bl3t Z,Eletronicos,6,"R$ 1.140,21",BA,6120,Pix
TRN-26085,2026/03/10 00:00:00,SMARTPHONE Y,ND,,"2190,83",pr,ID-7620,Pix
TRN-41174,19.05.26,Sm@rtphon3 Y,,9,"R$ 1.898,36",SC,2212,boleto bancario
TRN-39221,07/05/2026,Teclado Mecanico,ND,3.0,"238,59", PE ,3642,CARTAO DE CREDITO
TRN-47010,01-16-2026,smartphone y,Eletronicos,7,"1980,41",GO-,4735,Boleto Bancario
TRN-32590,2026/04/30 00:00:00,notebook x,Eletronicos,14,3385.3398878466537, GO ,7800,Pix
TRN-20240,02-26-2026,monitor 24,Perifericos,6,"740,15",GO,6634,Cartao de Credito
TRN-18705,2026/03/29 00:00:00,Monitor 24,Perifericos,7,sem preco,RS,ID-5042,Cartao de Credito
TRN-32931,N/A,  Notebook X ,Eletronicos,3,sem preco,Rio de Janeiro,3655,BOLETO BANCARIO
TRN-15099,31.03.26,Teclado Mecanico,Perifericos,14,"247,81",Rio de Janeiro,8159 ,pix
TRN-49625,05-20-2026,Fone de Ouvido,Audio,9,"R$ 177,31",ce,7186,Boleto Bancario
TRN-18719,2026-04-17,smartphone y,Eletronicos,7,BRL 2196.79, MG ,ID-8944,Boleto Bancario
TRN-41970,2026/01/25 00:00:00,Teclado Mecanico,ND,11,BRL 263.78, MG ,1207,Pix
TRN-39918,01-27-2026,Fone de Ouvido,Audio,14,"R$ 179,16",GO,1596,boleto bancario
TRN-15706,03-23-2026,Notebook X,Eletronicos,15,BRL 3739.91,ce,4700,CARTAO DE CREDITO
TRN-20707,2026/03/13 00:00:00,Sm@rtphon3 Y,Eletronicos,2,"2141,31",GO,9982,PIX
TRN-37933,10.06.26,Notebook X,Eletronicos,1,"3610,32",PR,4798,
TRN-48771,04-15-2026,,Audio,13,182.97967264161758,BA,7397,Cartao de Credito
TRN-6686,2026-05-14,Tablet Z,Eletronicos,14,BRL 1103.50,RJ,6847,Boleto Bancario
TRN-43599,06-29-2026,Monitor 24,perifericos,15 pcs,"826,87",PR-,4449,Pix
TRN-31372,10.02.26,TABLET Z,Eletronicos,12,sem preco,RS,1527,Cartao de Credito
TRN-9365,05-28-2026,Fone de Ouvido,Audio,5 pcs,169.47,GO,ID-5661,Cartao de Credito
TRN-25616,2026-05-29,,eletronicos,,"1296,51",RJ,1011 ,PIX
TRN-16525,06/04/2026,Mouse Sem Fio,perifericos,4,115.89,RS,ID-2149,Cartao de Credito
TRN-39467,04-24-2026,Fone de Ouvido,audio,8,BRL 179.58,CE,ID-6409,Cartao de Credito
TRN-23189,14/01/2026,Fone de Ouvido,Audio,12,BRL 183.58,SC,2102,Cartao de Credito
TRN-6550,06.06.26,Not3book X,Eletronicos,12,BRL 3691.17,SC,2441,Cartao de Credito
TRN-21372,03-23-2026,Mouse Sem Fio,Perifericos,11,"R$ 126,47",MG-,2803,Boleto Bancario
TRN-18036,2026-05-29,T@bl3t Z,Eletronicos,13,1133.545688848428,PE,6885,Cartao de Credito
TRN-1907,2026/02/18 00:00:00,  Notebook X ,Eletronicos,15,3692.37,PR,5551,PIX
TRN-49823,04-20-2026,  Fone de Ouvido ,ND,15,"R$ 178,82",CE,4009,Boleto Bancario
TRN-15890,10/04/2026,,Perifericos,13,807.37,SP-,1593 ,Pix
TRN-34182,2026/03/10 00:00:00,,Perifericos,6,856.4085745957667,GO,3066,Pix
TRN-45752,N/A,,Perifericos,6,"747,70",CE,4491,PIX
TRN-19196,2026/02/10 00:00:00,Notebook X,Eletronicos,10,3690.84,SP,6284,Boleto Bancario
TRN-23786,25/06/2026,Monitor 24,ND,1,"R$ 812,82",CE,4857,Pix
TRN-22182,19/04/2026,  Teclado Mecanico ,Perifericos,2,"261,25", SC ,6171 ,Cartao de Credito
38487,2026/01/29 00:00:00,Smartphone Y,Eletronicos,13,"R$ 2.180,11",sc,8881,boleto bancario
TRN-28666,18/05/2026,Monitor 24,Perifericos,1,"R$ 732,27",RJ-,ID-9689,Boleto Bancario
TRN-21270,2026/06/04 00:00:00,,Eletronicos,,"1255,79",RJ,ID-8316,cartao de credito
TRN-40214,26/06/2026,,Eletronicos,6,1242.36,pe,7909,Pix
TRN-12585,09/02/2026,Mouse Sem Fio,Perifericos,12,115.74338049106659,PE,ID-4931,Boleto Bancario
TRN-30178,2026/06/11 00:00:00,Mous3 S3m Fio,Perifericos,,BRL 113.28,RS,9619,Cartao de Credito
TRN-18902,03-16-2026,,Eletronicos,14,BRL 1162.23,RJ,1122,CARTAO DE CREDITO
TRN-24097,22/05/2026,,Eletronicos,3,"R$ 1.085,27", RJ ,7503,CC
TRN-23723,2026-05-13,Monitor 24,Perifericos,5,"R$ 831,24", BA ,5456,Cartao de Credito
TRN-5768,04/02/2026,Smartphone Y,Eletronicos,14,2164.92, GO ,1099,Boleto Bancario
TRN-13371,03-04-2026,,Perifericos,3,sem preco,RS,1743,CC
TRN-18749,2026-04-15,smartphone y,Eletronicos,5,"2252,16",Rio de Janeiro,4131,Boleto Bancario
TRN-22799,12/01/2026,Sm@rtphon3 Y,Eletronicos,10,"R$ 1.990,92",MG,9750,Pix
TRN-30260,26/03/2026,,ND,8,sem preco,GO-,7709,boleto bancario
TRN-27997,12.05.26,Fon3 d3 Ouvido,Audio,9,185.0424752127532,MG,2542,Cartao de Credito
TRN-21347,16/04/2026,monitor 24,Perifericos,7,817.54,SP-,6789,Boleto Bancario
TRN-2841,21/05/2026,Mouse Sem Fio,perifericos,4,sem preco, BA ,ID-6787,boleto bancario
TRN-10189,2026/02/26 00:00:00,MONITOR 24,Perifericos,14 pcs,"R$ 736,96",RS,ID-1850,PIX
TRN-19605,2026-02-04,Smartphone Y,,7,BRL 2304.21, CE ,1516,Cartao de Credito
TRN-1061,01-03-2026,,,6,1892.700785474628,RS,7681,Boleto Bancario
TRN-30670,2026/06/08 00:00:00,  Notebook X ,Eletronicos,14,"3764,46",BA,7584,CARTAO DE CREDITO
TRN-2872,08.06.26,Tablet Z,Eletronicos,7,"1111,67",SC-,7863,Cartao de Credito
TRN-9732,22/03/2026,Tablet Z,,-14,BRL 1249.64,PE,1682,Cartao de Credito
TRN-40595,14.05.26,  Smartphone Y ,eletronicos,6 pcs,"2294,99",CE,1816,Pix
TRN-25710,04.06.26,Smartphone Y,,9.0,2074.68,SC-,5490,Pix
TRN-18355,2026-01-06,TABLET Z,Eletronicos,7,"1196,36",rs,5560,
TRN-19586,31/03/2026,Tablet Z,,10,"R$ 1.167,02", RJ ,ID-2937,Cartao de Credito
TRN-29115,30.01.26,Tablet Z,Eletronicos,9,BRL 1291.59,sc,3395,PIX
TRN-49177,2026-06-06,Not3book X,Eletronicos,6,3412.22, MG ,9037,Boleto Bancario
TRN-47531,2026-03-04,Monitor 24,,4.0,BRL 783.49,BA,5310,cartao de credito
TRN-7279,05-25-2026,Monitor 24,Perifericos,10,805.44,RS,1250,CARTAO DE CREDITO
TRN-13362,2026/04/17 00:00:00,smartphone y,,5,"2145,44", PR ,6429,Cartao de Credito
TRN-37103,2026/04/16 00:00:00,TABLET Z,Eletronicos,11.0,"1261,08",BA,5511,Pix
TRN-26014,01-01-2026,Monitor 24,ND,7.0,"R$ 741,95",SC,5094,Cartao de Credito
TRN-22290,2026/06/26 00:00:00,Fon3 d3 Ouvido,Audio,2,195.90757086694438,Minas Gerais,4709,Pix
35656,2026/06/29 00:00:00,NOTEBOOK X,ND,10,3815.12,RJ,1734 ,Pix
35234,2026/06/26 00:00:00,  Smartphone Y ,Eletronicos,3,"R$ 1.974,26",GO,4066,Pix
TRN-7870,2026-03-31,Mouse Sem Fio,,5,113.23419386783185,mg,5692,Pix
17380,06/03/2026,Monitor 24,Perifericos,4,812.2282420706359,RS,4290,Cartao de Credito
TRN-35862,07.04.26,T@bl3t Z,Eletronicos,4,"R$ 1.235,27",PR,3358,Pix
TRN-22081,2026/06/26 00:00:00,MONITOR 24,Perifericos,9,sem preco,CE,8869,Boleto Bancario
TRN-40116,05-22-2026,Fone de Ouvido,ND,15,"166,59",SC,6685 ,Cartao de Credito
TRN-18375,06-20-2026,Fone de Ouvido,Audio,10,BRL 190.60, RJ ,9110,Boleto Bancario
TRN-24569,06-04-2026,Smartphone Y,eletronicos,,2093.99,Sao Paulo,5542,BOLETO BANCARIO
36509,2026/04/24 00:00:00,Notebook X,Eletronicos,15,3833.08, GO ,4331,BOLETO BANCARIO
16541,01-04-2026,Tablet Z,eletronicos,3,"R$ 1.231,76",SC,7352,Cartao de Credito
TRN-5213,23.03.26,Notebook X,Eletronicos,15,BRL 3427.34,CE,7845,pix
TRN-29434,2026/05/08 00:00:00,Mous3 S3m Fio,Perifericos,10,"123,65",RS,2316,Cartao de Credito
TRN-40165,02-16-2026,teclado mecanico,Perifericos,3,BRL 251.24, GO ,9419,Boleto Bancario
TRN-4749,2026-03-15,Monitor 24,Perifericos,6,856.57,ba,8450,Pix
TRN-2672,11/01/2026,,Perifericos,15,"R$ 247,85",PR,8771 ,Cartao de Credito
TRN-41145,18/06/2026,SMARTPHONE Y,Eletronicos,4,"R$ 2.135,78", SP ,4271,Boleto Bancario
8271,2026-02-09,Notebook X,Eletronicos,1,BRL 3797.65,GO,3235 ,Cartao de Credito
TRN-49340,2026/06/13 00:00:00,Notebook X,Eletronicos,1,3736.91,GO,8259,Pix
TRN-19337,11/04/2026,  Fone de Ouvido ,,-7,196.7399665336661,go,7213,Boleto Bancario
TRN-37854,15.06.26,Fone de Ouvido,audio,10,"177,31", BA ,8939,Cartao de Credito
TRN-35625,09/03/2026,Notebook X,eletronicos,2,"3467,92",RJ,7686 ,Pix
TRN-11425,2026/01/24 00:00:00,FONE DE OUVIDO,Audio,8,BRL 168.90,PR,4948,Boleto Bancario
TRN-8315,20.04.26,tablet z,ND,13,"1117,56",RJ-,7614,Cartao de Credito
TRN-36827,16.05.26,Mouse Sem Fio,ND,5,"118,74",RJ,6475,Pix
TRN-15022,09/04/2026,Mouse Sem Fio,Perifericos,15,"114,80",BA,4360,Cartao de Credito
TRN-37077,28/05/2026,Monitor 24,Perifericos,14 pcs,"847,64",MG,8646,Cartao de Credito
TRN-10599,2026/04/10 00:00:00,Tablet Z,Eletronicos,14,1188.50, RS ,6247,Boleto Bancario
TRN-47524,2026/01/06 00:00:00,  Tablet Z ,,13,1272.65,RS,3014,Boleto Bancario
TRN-31417,15/05/2026,Not3book X,Eletronicos,,"3375,81",GO,5351,Boleto Bancario
TRN-30622,06-24-2026,Mouse Sem Fio,Perifericos,1,BRL 119.94,ba,4435,Boleto Bancario
TRN-24891,01/05/2026,  Tablet Z ,Eletronicos,-14,1223.95,RJ,1322,Pix
43323,2026/02/04 00:00:00,TABLET Z,Eletronicos,5,"1318,52",RJ,6324,Cartao de Credito
TRN-21873,12.05.26,  Notebook X ,Eletronicos,3.0,"R$ 3.549,29",SP,7803,Boleto Bancario
26043,01-09-2026,Notebook X,eletronicos,11,3821.62,BA,9400,pix
TRN-26951,23.06.26,,,15,"257,28", CE ,1267,Cartao de Credito
TRN-9346,2026-03-14,Sm@rtphon3 Y,Eletronicos,-5,BRL 2102.18,SC,6623,Pix
TRN-3591,04-06-2026,Fone de Ouvido,Audio,12,"193,52",RS,8029,Cartao de Credito
TRN-2321,2026-06-05,Tablet Z,Eletronicos,7,sem preco,sp,1067 ,cartao de credito
TRN-22191,03-12-2026,,Perifericos,4,sem preco,RS,3428 ,Pix
TRN-13245,16/02/2026,fone de ouvido,ND,-7,"197,51",go,9233,Boleto Bancario
TRN-40780,02-07-2026,Teclado Mecanico,Perifericos,7,"237,37",PE,2028 ,
TRN-24787,13/01/2026,Monitor 24,ND,15,"R$ 817,48", GO ,7983 ,Boleto Bancario
TRN-40608,02/03/2026,Tablet Z,Eletronicos,13,"1231,74",rj,3732,CARTAO DE CREDITO
TRN-36777,2026/01/23 00:00:00,Notebook X,eletronicos,,sem preco,sp,1765,Pix
TRN-48147,10/03/2026,tablet z,Eletronicos,6,BRL 1094.81,PE,4255,Cartao de Credito
TRN-43783,N/A,  Monitor 24 ,Perifericos,3,"R$ 723,78",PE,3495 ,Pix
TRN-17679,16.05.26,Smartphone Y,Eletronicos,3,1935.30,RS,9110,Pix
TRN-33209,06/04/2026,Mouse Sem Fio,,7,122.02,GO,6473,Boleto Bancario
TRN-10111,04-02-2026,fone de ouvido,ND,2,BRL 191.79,RJ-,5084,Cartao de Credito
TRN-41339,06-18-2026,Tablet Z,Eletronicos,2,1229.19,BA,9391,Pix
TRN-48240,01-31-2026,Smartphone Y,Eletronicos,10.0,sem preco,SC,ID-4635,
TRN-26051,2026/01/16 00:00:00,Fone de Ouvido,Audio,-11,"R$ 172,65",BA,7244,Boleto Bancario
TRN-33695,06.06.26,Mouse Sem Fio,ND,6,130.37254724176012,PE,2964,Boleto Bancario
TRN-6371,2026-02-15,Monitor 24,Perifericos,15.0,"779,05",PR-,2400,Boleto Bancario
TRN-32277,2026-05-22,T3cl@do M3c@nico,Perifericos,10,257.12,PE,2149 ,pix
TRN-26368,2026-05-14,Notebook X,ND,8,sem preco,MG,9527,Cartao de Credito
TRN-48847,03.02.26,Smartphone Y,eletronicos,,"1908,05",GO,3992,Pix
TRN-32205,31/05/2026,TABLET Z,Eletronicos,7 pcs,"R$ 1.312,92",sc,5156,Cartao de Credito
TRN-22045,11/06/2026,  Fone de Ouvido ,Audio,10,"180,80",PE-,3210,Pix
TRN-6624,27/01/2026,Mouse Sem Fio,Perifericos,5,122.24,pe,6290,Boleto Bancario
TRN-15201,16/05/2026,Notebook X,Eletronicos,1,"3590,08",GO,4937,Cartao de Credito
TRN-17363,02-25-2026,Notebook X,Eletronicos,10,3604.96,GO,2053,Cartao de Credito
8590,2026-03-02,  Monitor 24 ,Perifericos,11,"849,59",PR,9520,Cartao de Credito
TRN-24629,04-28-2026,  Fone de Ouvido ,Audio,11 pcs,BRL 164.97,PE,8567,Boleto Bancario
TRN-35065,05.04.26,Mouse Sem Fio,ND,-4,131.9960374335321,RJ,3474,Boleto Bancario
TRN-39510,15.04.26,Fone de Ouvido,audio,,183.5200601736955,SC,1685,Cartao de Credito
TRN-44910,17.02.26,T@bl3t Z,ND,8,1284.82,CE-,6888,BOLETO BANCARIO
TRN-44923,2026-03-25,Fone de Ouvido,ND,3,BRL 168.30,RJ,6895,Boleto Bancario
TRN-21632,12/05/2026,Tablet Z,Eletronicos,12,1236.90,rj,4044,Cartao de Credito
TRN-30020,10.01.26,Monitor 24,Perifericos,10 pcs,BRL 796.91, RS ,5289 ,Cartao de Credito
TRN-18767,03-05-2026,tablet z,Eletronicos,10.0,"1180,66",BA,4997,PIX
TRN-22934,03-25-2026,Mouse Sem Fio,Perifericos,2,117.23025584324051,SP,4482,Pix
26017,2026-04-08,  Mouse Sem Fio ,Perifericos,7,"R$ 120,31",BA-,1233,
TRN-89,01-31-2026,,Audio,7,195.88, GO ,7880,CARTAO DE CREDITO
TRN-18050,2026-04-29,TABLET Z,Eletronicos,11,"R$ 1.107,23",Sao Paulo,9440,Pix
TRN-18466,N/A,Mouse Sem Fio,Perifericos,10,BRL 127.12,BA,1494,BOLETO BANCARIO
TRN-20339,04/02/2026,  Fone de Ouvido ,,2,"R$ 184,32", PR ,2080,Boleto Bancario
TRN-41220,2026-04-09,Notebook X,Eletronicos,10,BRL 3172.91,BA,ID-5611,Boleto Bancario
TRN-9383,02-01-2026,,Eletronicos,6,"1930,77",SP,3598,Pix
TRN-8143,31/05/2026,Fone de Ouvido,Audio,14,173.21,ba,3619,Cartao de Credito
TRN-8397,02/04/2026,TABLET Z,Eletronicos,3,sem preco,PR,9167,Cartao de Credito
